"acc","loss","val_acc","val_loss"
0.5002,1.40870609869957,0.579,1.21204020023346
0.6617,0.95889893810749,0.6235,1.12350380706787
0.729225,0.777707459044456,0.6789,0.953664965438843
0.767375,0.671080578219891,0.6818,0.952616022014618
0.794325,0.588655494940281,0.7053,0.877761718559265
0.818125,0.52058479898572,0.7069,0.87523556432724
0.83905,0.45806230609417,0.7515,0.753226058292389
0.856875,0.407418176943064,0.7355,0.829295131063461
0.875425,0.356991821217537,0.7243,0.935140229177475
0.889825,0.317705654332042,0.7573,0.805743891763687
0.901125,0.279920519658923,0.7642,0.804968559646606
0.912475,0.24813777872622,0.7326,0.964281813097
0.923325,0.216977760836482,0.7454,0.957192498683929
0.932175,0.195429610571265,0.7351,1.00762114963531
0.93825,0.174907392578572,0.7409,1.01758710103035
0.947225,0.152859568215907,0.7522,1.0486670674324
0.9507,0.140545389443263,0.7463,1.06397748403549
0.953175,0.13024793135412,0.7556,1.10096987674236
0.95855,0.119720669889823,0.7601,1.1029754196167
0.96225,0.108820462934487,0.746,1.16775351448059
0.9629,0.105014026040956,0.7543,1.16434692902565
0.968225,0.0944555351659656,0.7504,1.16229047756195
0.96745,0.0924176258480176,0.7367,1.31923449058533
0.969725,0.0878974024577066,0.7378,1.29987783107758
0.9719,0.0806122475605458,0.7528,1.25584542741776
0.97075,0.0809840190244839,0.7348,1.32023450942039
0.973425,0.0761184436419979,0.7377,1.39959726133347
0.97475,0.0718775712935254,0.7471,1.37015417003632
0.973625,0.0701476201052778,0.7423,1.36934151535034
0.976325,0.0679838740373962,0.7529,1.41812795729637
0.97775,0.0647845627008937,0.7484,1.39144154896736
0.978175,0.0616606785180047,0.7441,1.40107927017212
0.978375,0.0626122274569236,0.7367,1.49687689244747
0.978825,0.061458643328934,0.7562,1.3585348072052
0.981025,0.0546701073821168,0.7486,1.54970729560852
0.979325,0.0559207228199113,0.7517,1.44585893230438
0.98245,0.0509452930278145,0.7595,1.52913197097778
0.9834,0.047999230240332,0.7506,1.58280145101547
0.981825,0.0511301467594691,0.7432,1.60892265417576
0.983025,0.0495553654547781,0.7468,1.52268234069347
0.982775,0.0484640073027927,0.7505,1.58541816954613
