"acc","loss","val_acc","val_loss"
0.43355,1.56175991258621,0.5102,1.3402559545517
0.6031,1.12851845030785,0.6201,1.10120105018616
0.6792,0.929157991123199,0.6898,0.886700898647308
0.7233,0.816439666962624,0.7211,0.798817114925385
0.7479,0.740023827672005,0.6278,1.21348115634918
0.768425,0.692055873215199,0.7224,0.855414780330658
0.7808,0.653082064461708,0.7337,0.766525980377197
0.79135,0.625068630343676,0.7214,0.85483401517868
0.801875,0.597214035761356,0.7237,0.88933069858551
0.808575,0.580485656195879,0.6863,0.918408632659912
0.81385,0.560589400565624,0.7272,0.8153570520401
0.8197,0.546818068116903,0.7225,0.877931119346619
0.828275,0.526565362137556,0.7342,1.05024842948914
0.826325,0.523712391757965,0.7597,0.806248898839951
0.832275,0.510730563622713,0.7285,0.872955061531067
0.835975,0.506302841436863,0.7545,0.917808494663239
0.835875,0.499357590520382,0.7718,1.01910672123432
0.8443,0.485438846769929,0.7111,0.890965905570984
0.8451,0.483009725034237,0.7709,0.879355088376999
0.8457,0.479678576487303,0.7721,0.919617398071289
0.850325,0.468539239194989,0.7563,0.867392434310913
0.84985,0.461206317511201,0.7544,0.978315425205231
0.851675,0.46171394225359,0.7656,0.934788470458984
0.855425,0.45545595292151,0.7622,1.78979042482376
0.8573,0.446971409592032,0.7426,0.946205170726776
0.8603,0.439165225148201,0.7474,0.968665568733215
0.861475,0.440718575459719,0.7736,1.48682482347488
0.862975,0.427454798689485,0.7521,0.895082145595551
0.86555,0.424527795958519,0.7489,1.07790919504166
0.868875,0.411173105216026,0.7681,1.89006286287308
0.86775,0.42706780180037,0.767,0.778749247646332
0.8697,0.412186603534222,0.7612,1.10536660356522
0.873,0.416002418884635,0.7527,1.21654792561531
0.873275,0.407312800268829,0.7605,0.742209994029999
0.877225,0.396758845111728,0.7646,0.948705806350708
0.878325,0.394322115239501,0.7759,1.20021906709671
0.8794,0.392991036078334,0.7564,1.08803377389908
0.879525,0.391071436554194,0.7774,0.934584243535995
0.879575,0.391498116186261,0.761,1.12533713412285
0.886575,0.37277837882787,0.7732,1.19854752874374
0.88455,0.378346849703789,0.7681,1.13576561050415
0.8877,0.361938652166724,0.7646,1.58356488628387
0.888475,0.364253932756186,0.7633,1.5289884721756
0.885125,0.371236403676867,0.7657,1.11574777903557
0.889175,0.371043083757162,0.7686,0.907662007951736
0.891275,0.360792345760763,0.73,1.10863608250618
0.891575,0.352275597000122,0.7516,0.9081359623909
0.89215,0.359576337128133,0.7674,1.68913778061867
0.8923,0.359268106305599,0.7786,1.3058253516674
0.89595,0.3525599560678,0.7701,1.14314238641858
0.893125,0.349891593687236,0.7521,2.13976029787064
0.898325,0.341412982061505,0.7697,1.79844853811264
0.898325,0.337338833211362,0.7635,1.26543772029877
0.898125,0.34467023031041,0.748,0.935164119911194
0.9002,0.342212950286269,0.7657,0.937845974302292
0.900175,0.342395052564889,0.7821,1.3345966878891
0.90225,0.335181461080909,0.7492,0.97230462179184
0.903475,0.334475783386827,0.7671,1.72426488132477
0.901325,0.338309809108824,0.7717,1.13158974509239
0.90395,0.326552387624979,0.7819,1.40809508402348
0.903825,0.319104655244574,0.7739,1.30080523331165
0.907375,0.315968125975132,0.7642,1.25630725131035
0.9053,0.333856716875732,0.7696,1.25442824603319
0.905225,0.328713319008797,0.7661,1.24692715233564
0.9077,0.319493642759323,0.7577,1.5763063832283
0.90835,0.327943273984641,0.7571,1.10624749586582
0.9076,0.325720361470431,0.7646,1.02204459590912
0.9082,0.318352498658001,0.773,1.34864283237457
0.90875,0.309228936329111,0.7551,1.05630518286228
0.908725,0.312466793663055,0.7682,1.55158770229816
0.91045,0.307588296338543,0.774,1.5949129535675
0.91215,0.314409355216473,0.7709,1.33196845288277
0.9124,0.300925825291872,0.7709,1.75156373958588
0.91295,0.309848778520525,0.7744,1.54973625130653
0.913,0.309418061312288,0.7644,1.11836106948853
0.911825,0.316043893489614,0.7497,1.10464001708031
0.9134,0.316444919663202,0.7681,1.20034945902824
0.91295,0.309864880923927,0.7537,1.31831262822151
0.91545,0.295612453177944,0.7539,1.41645890989304
0.91765,0.29429938891381,0.7791,1.23911651296616
0.91705,0.307689325800166,0.7529,1.38341431491375
0.916475,0.299953871526569,0.7625,1.45967824127674
0.91915,0.296389337742515,0.7727,1.27773765888214
0.9226,0.27914270083718,0.7646,1.25406404209137
0.920925,0.298045930076763,0.7528,1.53170612406731
0.921975,0.283806327531487,0.7738,1.55286957645416
0.9226,0.286785736359842,0.7517,1.21733372077942
0.92095,0.281192074310407,0.7658,1.68103613212109
0.919725,0.29241300988961,0.7714,1.96134660317898
0.92105,0.281227610431239,0.7652,1.10702865524292
0.92085,0.280908155330271,0.7776,1.22249922251701
0.92515,0.269791499011498,0.7721,1.59107598593235
0.92375,0.278933811085485,0.7741,1.8015833255291
0.9212,0.285705651970208,0.7801,1.9370877355665
0.92275,0.294803784549981,0.77,1.19134821614027
0.92375,0.271672613291442,0.7576,1.17214332995415
0.925225,0.27285960508734,0.7772,1.68561839690208
0.921925,0.286228359019011,0.7656,1.35236752163172
0.92205,0.283090221079625,0.7697,1.59980622203946
0.92395,0.272110823032632,0.7797,1.45081947407126
0.924775,0.279854086124804,0.7649,1.43427354553938
0.925725,0.277906415604241,0.7706,1.51380582456589
0.9261,0.278867255112529,0.7609,1.55759690437317
0.926375,0.272725791420322,0.7696,1.58960999140739
0.926025,0.27776657599844,0.7804,1.51965069704056
0.923575,0.277642182819545,0.755,1.416247194767
