"acc","loss","val_acc","val_loss"
0.476025,1.46284046225548,0.573,1.16945743312836
0.629325,1.05663787155151,0.5889,1.23295496616364
0.69655,0.868635206437111,0.6815,0.915821640014648
0.7338,0.757436197566986,0.719,0.825158106136322
0.767025,0.668811059260368,0.7317,0.793698016357422
0.790125,0.603220788288116,0.7229,0.867182431602478
0.808275,0.550582836854458,0.7328,0.792987134075165
0.827,0.496926256531477,0.7329,0.787225051307678
0.842,0.455941828161478,0.7548,0.801120311737061
0.855125,0.421908095246553,0.7451,0.864415528249741
0.864825,0.389841787403822,0.757,0.84605001411438
0.87325,0.367160247844458,0.751,0.932411995697021
0.88255,0.340979785810411,0.76,0.89030804066658
0.889125,0.323513526237011,0.7497,1.08587989010811
0.89665,0.302711833466589,0.7457,1.18899783449173
0.9005,0.293721463837475,0.7429,1.13909847187996
0.90485,0.28093272017464,0.74,1.2568641711235
0.907575,0.272421198929846,0.7604,1.20781001889706
0.9094,0.264345248860121,0.7469,1.12389660542011
0.913025,0.259765124538541,0.748,0.951075824117661
0.917125,0.253484333217889,0.7458,1.29098181705475
0.91815,0.253952540946007,0.7613,1.21634223341942
0.922025,0.244286298201978,0.7639,1.22197673172951
0.923825,0.236444504989684,0.7571,1.22652943634987
0.923875,0.24206464497149,0.7658,1.55335061249733
0.925825,0.235952599012107,0.7526,1.36933695979118
0.925675,0.233219549164176,0.7416,1.53157871596813
0.9301,0.224716801166907,0.739,1.41985214347839
0.929125,0.231904598204046,0.7456,1.73947875013351
0.931525,0.224601956994832,0.7551,1.75037013463974
0.932975,0.216232368590683,0.744,1.58409900431633
0.933725,0.21430782962041,0.7292,2.27299662666321
0.93315,0.219271569328755,0.7511,1.70680493140221
0.9339,0.218305264827609,0.759,1.42156850661039
0.933675,0.219158557513263,0.7543,1.48987049117088
0.935875,0.210957762122527,0.7444,1.36041360230446
0.934375,0.213015610983595,0.7483,1.32057734282017
0.93575,0.210746750345454,0.7574,1.69737547163963
0.937675,0.213407119081914,0.7606,1.80746672620773
0.9383,0.203793296597898,0.7412,1.33422620062828
0.9363,0.217701198913902,0.7396,1.27210421271324
0.939675,0.20652057842426,0.7263,1.52292277312279
0.938025,0.21564018993224,0.7474,1.68194007000923
0.940625,0.207607328506187,0.7518,1.62031288175583
0.941575,0.20066426996924,0.7402,2.25679776420593
0.941975,0.203264479336771,0.7494,1.67640335597992
0.9429,0.198085226390883,0.7611,1.93702244434357
0.94295,0.198228305419348,0.7462,1.69177859277725
0.9436,0.199283515087212,0.7536,1.54389277801514
0.94455,0.195072142261453,0.7412,1.99509012103081
0.94455,0.199141171847004,0.7345,1.59673878545761
0.9461,0.193380854389165,0.7444,1.64211011168957
0.946125,0.190710919041,0.7463,1.42337890458107
0.946425,0.190998877669894,0.7379,1.45558396959305
0.944575,0.19644963437072,0.744,2.09528642549515
0.9458,0.192461230015941,0.7502,1.44039019601345
0.9476,0.187394069188274,0.7324,1.21971761491299
0.9472,0.186642212411226,0.7608,2.06510706424713
0.948175,0.188584679080918,0.7445,2.21462809553146
0.95025,0.187455575720966,0.7477,2.01076051626205
0.94985,0.184085482636956,0.746,1.96018338308334
0.94995,0.18030191305445,0.7557,2.52583272161484
0.949525,0.184496435531648,0.7445,1.56288701887131
0.950175,0.184530007516732,0.7538,2.04760516457558
0.950775,0.181587839238811,0.7573,2.05704726200104
0.950925,0.177992292775703,0.7598,2.36261600875855
0.9525,0.178743574179616,0.7516,2.01141606788635
0.950375,0.18000349910995,0.725,1.25739698553085
0.952575,0.177890184220672,0.7486,1.61888253297806
0.95255,0.181947909053694,0.7437,1.84216013083458
0.955525,0.168908370242408,0.7521,1.86400241580009
0.95295,0.174050123788975,0.727,1.49320917024612
0.9519,0.175078531786241,0.7523,2.18720368754864
0.954425,0.16635259488679,0.7366,1.67518716611862
0.954375,0.171329696047306,0.7446,1.6663147678256
