"acc","loss","val_acc","val_loss"
0.496525,1.42208683958054,0.5814,1.22022998104095
0.6685,0.94589949054718,0.6085,1.12267098712921
0.728975,0.776041094851494,0.6867,0.919457769489288
0.76965,0.659870773863792,0.6585,1.1092971496582
0.79935,0.57782490401268,0.7039,0.885229420948029
0.8265,0.501833661770821,0.689,0.916656628227234
0.844775,0.442956645071507,0.714,0.984221517372131
0.864875,0.388328260082006,0.7414,0.825864370298386
0.881675,0.337875012201071,0.7601,0.835637821722031
0.896275,0.29455061044991,0.7658,0.791377445077896
0.910225,0.255776363840699,0.7411,0.934322685718536
0.919625,0.224763715530932,0.7612,0.852718178033829
0.93225,0.193374881196022,0.7693,0.868755583238602
0.940125,0.172089051617682,0.7496,0.949385316371918
0.9448,0.152222148227692,0.7763,0.900390736627579
0.9531,0.134821526923403,0.7647,0.953176697206497
0.956375,0.124116655595601,0.7749,0.990558184146881
0.958125,0.116270310084894,0.7725,1.00979490771294
0.9633,0.105537485391088,0.7608,1.1059667781353
0.964775,0.0979336075494066,0.7741,1.07438391385078
0.967075,0.0931406318919733,0.768,1.13945496768951
0.968775,0.0871022079113871,0.7483,1.18160688061714
0.9715,0.0806255505919456,0.7814,1.12293760704994
0.9736,0.077540635380894,0.7666,1.13972739686966
0.9738,0.0745585824982962,0.7614,1.28508347525597
0.97485,0.0698337333800737,0.7692,1.26651127195358
0.976325,0.0667666816452984,0.7575,1.42391491069794
0.97615,0.0676269112044945,0.7719,1.21762893509865
0.97695,0.0637106872201897,0.7679,1.32192219777107
0.979675,0.0583742468545679,0.7686,1.31972135720253
0.979825,0.059430346727185,0.7583,1.36776897888184
0.980575,0.0576325701127178,0.7579,1.45866071949005
0.98075,0.0532260890867095,0.781,1.312663540411
0.981625,0.0546399689070531,0.7632,1.43741981093884
0.981325,0.0542576699230878,0.7611,1.42386424188614
0.9819,0.050741400890681,0.7621,1.51433765234947
0.984475,0.0453226345365634,0.7746,1.41648905162811
0.983125,0.0467103849671374,0.7746,1.40040262761116
0.984675,0.0442397690304148,0.7701,1.37450074806213
0.98455,0.0445758902674541,0.753,1.60153992776871
0.984725,0.0429106613623677,0.7703,1.44392348432541
0.98675,0.0389526801960194,0.7677,1.54776978445053
0.9851,0.0411484564741608,0.7773,1.43187484512329
