"acc","loss","val_acc","val_loss"
0.4606,1.50959581270218,0.5283,1.30475939445496
0.599875,1.14356277217865,0.6185,1.0910683804512
0.652075,0.999342252230644,0.6422,1.02452656784058
0.6869,0.909582726812363,0.6683,0.961578169059753
0.711425,0.839261579871178,0.6742,0.962805199337006
0.730775,0.788905446958542,0.6958,0.906657349586487
0.744525,0.746167373228073,0.6923,0.918293800830841
0.758825,0.704352226877213,0.6967,0.919442130661011
0.769225,0.673105416095257,0.7,0.912979067420959
0.7769,0.645044900822639,0.7149,0.872752641773224
0.7873,0.61840855922699,0.7016,0.912002039527893
0.7969,0.592631322991848,0.7055,0.925721914577484
0.805025,0.569636661434174,0.7145,0.917897156143188
0.8105,0.549614524519443,0.7029,0.954058770656586
0.818925,0.529483196055889,0.7063,0.960908990097046
0.82225,0.51191816123724,0.7109,0.958512673377991
0.82925,0.49376522333622,0.6987,1.0012822142601
0.834425,0.478929293125868,0.706,0.999147888755798
0.839925,0.462856847155094,0.7052,1.00835668115616
0.845675,0.44808975456953,0.7058,1.0436993024826
0.847525,0.435441731631756,0.6816,1.187818384552
0.852875,0.420447311270237,0.6982,1.08597226839066
0.859475,0.410099542665482,0.7036,1.09564580287933
0.861325,0.398196478551626,0.6988,1.15658793401718
0.865375,0.387043847763538,0.6982,1.14472416067123
0.870625,0.374451516115665,0.6887,1.21473546981812
0.871325,0.367715138563514,0.6849,1.26766458234787
0.872,0.356588674685359,0.6967,1.25374681367874
0.877275,0.345100428959727,0.6765,1.35105047197342
0.8837,0.333883115205169,0.6898,1.34706987457275
