"acc","loss","val_acc","val_loss"
0.474075,1.48465861434937,0.5457,1.2632050409317
0.639075,1.02552216722965,0.6303,1.10598142490387
0.6993,0.855388095235825,0.6388,1.07781482887268
0.74055,0.751121275782585,0.7185,0.814934127616882
0.76745,0.666775269222259,0.7118,0.886484613227844
0.789525,0.609572140073776,0.6863,0.951651119804382
0.809825,0.553437398386002,0.7594,0.756642971801758
0.824025,0.511488074725866,0.7378,0.805131856918335
0.8368,0.475138689303398,0.7248,1.07152184944153
0.851375,0.437614323061705,0.7252,0.94959923915863
0.859025,0.408885050037503,0.7415,0.966289941596985
0.867975,0.382716182726622,0.7049,1.21786427841187
0.875725,0.364394170841575,0.7552,1.0558091293335
0.882125,0.346881522858143,0.756,1.1290611084938
0.886675,0.335521955733001,0.7748,0.854558103179932
0.8959,0.312769590477645,0.7465,0.960403911876679
0.897525,0.308446620503068,0.754,0.995852773475647
0.902125,0.291322451654077,0.7579,0.897717570877075
0.906625,0.284300913898647,0.7666,1.26748867964745
0.90805,0.27796610895209,0.7511,1.00830064468384
0.91165,0.275675162503496,0.7569,1.28669617319107
0.916975,0.256311362683773,0.771,1.43670385560989
0.91795,0.25487374034822,0.745,1.18632785153389
0.919725,0.250179160259664,0.7873,1.20394834070206
0.922575,0.24374554257635,0.7626,1.16355915379524
0.923425,0.241903452528454,0.7645,0.997584418153763
0.9251,0.233616543644667,0.7347,1.67357672624588
0.930025,0.219875047160685,0.7748,1.20991820635796
0.93245,0.21692964964807,0.769,1.36487388553619
0.932425,0.214775105493516,0.7499,1.92490053920746
0.93255,0.213835071806237,0.7771,0.978619800043106
0.935325,0.210083667290583,0.7428,1.70115171642303
0.937425,0.205067723657563,0.7601,1.65825467019081
0.938525,0.19811041879952,0.7491,1.08235463576317
0.9394,0.197798671272397,0.7652,1.05688413219452
0.938725,0.204899711353518,0.7676,1.04299680380821
0.9412,0.196585589338932,0.7457,1.32808637499809
0.940675,0.196985545493942,0.7763,1.4708767586112
0.942675,0.190941483079642,0.7845,1.44971791073084
0.945325,0.181313518214785,0.7713,1.34427155070305
0.945925,0.182613846326247,0.7702,1.3415445669651
0.9467,0.178815396549227,0.7762,1.72698429069519
0.946625,0.176905943087302,0.7755,1.48530278511047
0.950525,0.172871377746202,0.774,1.65501260023117
0.9509,0.171735900164023,0.7801,1.62543410382271
0.95045,0.168458691006154,0.7663,1.81614191684723
0.95025,0.169636199508142,0.7761,1.46495442194939
0.95085,0.173350028462894,0.7663,1.74382510216236
0.952475,0.16627862323923,0.7509,1.73481639456749
0.952975,0.170808445867989,0.7712,1.84404649591446
0.95365,0.160704537416622,0.7768,2.34290384111404
0.95315,0.160554413403431,0.7642,2.37400946784019
0.9536,0.167310691121209,0.7549,2.07484628267288
0.956275,0.154966895431071,0.7698,1.60660894441605
0.9547,0.16290179444619,0.7792,1.47061443154812
0.955625,0.157130267172493,0.7672,1.59796410455704
0.9566,0.157420346775441,0.773,1.6747430390358
0.95825,0.151235830701422,0.7429,1.24052579021454
0.957425,0.154208460555086,0.7576,1.61889990923405
0.957025,0.162738991117431,0.7728,1.7225978000164
0.959075,0.156509258772561,0.7734,1.66908815236092
0.959825,0.153828915985907,0.7563,1.89316029520035
0.95805,0.154812607899576,0.7572,1.68661942186356
0.958975,0.148142188944633,0.7771,1.59184213440418
0.9599,0.150167093450297,0.7795,2.04001971129179
0.958825,0.152103426129959,0.7716,1.63426901259422
0.958625,0.152295814245319,0.7586,1.66094341652393
0.961875,0.144364253163419,0.7424,2.34715518255234
0.960375,0.152354542525439,0.7646,1.33982565588951
0.962025,0.144616936853807,0.7583,1.93486234412193
0.962575,0.140581405436627,0.7768,2.09916315340996
0.962375,0.138125021523936,0.772,1.95373328146935
0.962225,0.137474701727531,0.7532,1.31870758171082
0.963125,0.140541129420395,0.7614,2.17579585313797
